unit_id	clmn	emotion	polarity	bullying
702714572	24	anger	negative	noneBll
702714572	25	no_emotion	neutral	noneBll
702714572	26	no_emotion	neutral	noneBll
702714572	27	anger	negative	noneBll
702714572	28	no_emotion	neutral	noneBll
702714572	29	no_emotion	neutral	noneBll
702714572	30	anger	negative	noneBll
702714572	31	anger	negative	bullying
702714572	32	anger	negative	bullying
702714572	33	no_emotion	neutral	noneBll
702714572	34	no_emotion	neutral	noneBll
702714572	35	joy	positive	noneBll
702714572	36	joy	positive	noneBll
702714572	37	joy	positive	noneBll
702714572	38	no_emotion	neutral	noneBll
702714572	39	no_emotion	neutral	noneBll
702714572	40	anger	negative	bullying
702714572	41	no_emotion	neutral	noneBll
702714572	42	no_emotion	neutral	noneBll
702714572	43	no_emotion	neutral	noneBll
702714572	44	no_emotion	neutral	noneBll
702714572	45	no_emotion	neutral	noneBll
702714572	46	no_emotion	neutral	noneBll
702714572	47	no_emotion	neutral	noneBll
702714572	48	no_emotion	neutral	noneBll
702714572	49	no_emotion	neutral	noneBll
702714572	50	no_emotion	neutral	noneBll
702714572	51	no_emotion	neutral	noneBll
702714572	52	no_emotion	neutral	noneBll
702714572	53	no_emotion	neutral	noneBll
702714572	54	no_emotion	neutral	noneBll
702714572	55	no_emotion	neutral	noneBll
702714572	56	no_emotion	neutral	noneBll
702714572	57	no_emotion	neutral	noneBll
702714572	58	no_emotion	neutral	noneBll
702714572	59	joy	positive	noneBll
702714572	60	no_emotion	neutral	noneBll
702714572	61	joy	positive	noneBll
702714572	62	other	neutral	noneBll
702714572	63	no_emotion	neutral	noneBll
702714572	64	other	neutral	noneBll
702714572	65	joy	positive	noneBll
702714572	66	no_emotion	neutral	noneBll
702714572	67	other	neutral	noneBll
702714572	68	other	neutral	noneBll
702714572	69	no_emotion	neutral	noneBll
702714572	70	no_emotion	neutral	noneBll
702714572	71	no_emotion	neutral	noneBll
702714572	72	no_emotion	neutral	noneBll
702714572	73	no_emotion	neutral	noneBll
702714572	74	no_emotion	neutral	noneBll
702714572	75	no_emotion	neutral	noneBll
702714572	76	no_emotion	neutral	noneBll
702714572	77	no_emotion	neutral	noneBll
702714572	78	no_emotion	neutral	noneBll
702714572	79	no_emotion	neutral	noneBll
702714572	80	no_emotion	neutral	noneBll
702714572	81	no_emotion	neutral	noneBll
702714572	82	no_emotion	neutral	noneBll
702714572	83	no_emotion	neutral	noneBll
702714572	84	joy	positive	noneBll
702714572	85	no_emotion	neutral	noneBll
702714572	86	no_emotion	neutral	noneBll
702714572	87	no_emotion	neutral	noneBll
702714572	88	no_emotion	neutral	noneBll
702714572	89	no_emotion	neutral	noneBll
702714572	90	other	neutral	noneBll
702714572	91	no_emotion	neutral	noneBll
702714572	92	no_emotion	neutral	noneBll
702714572	93	no_emotion	neutral	noneBll
702714572	94	no_emotion	neutral	noneBll
702714572	95	joy	positive	noneBll
702714572	96	no_emotion	neutral	noneBll
702714572	97	other	neutral	noneBll
702714572	98	other	neutral	noneBll
702714572	99	sadness	neutral	noneBll
702714572	100	no_emotion	neutral	noneBll
702714572	101	no_emotion	neutral	noneBll
702714572	102	joy	positive	noneBll
702714572	103	joy	positive	noneBll
702714572	104	anger	negative	noneBll
702714572	105	no_emotion	neutral	noneBll
702714572	106	no_emotion	neutral	noneBll
702714572	107	no_emotion	neutral	noneBll
702714572	108	no_emotion	neutral	noneBll
702714572	109	no_emotion	neutral	noneBll
702714572	110	no_emotion	neutral	noneBll
702714572	111	no_emotion	neutral	noneBll
702714572	112	no_emotion	neutral	noneBll
702714572	113	sadness	negative	noneBll
702714572	114	other	negative	noneBll
702714572	115	joy	positive	noneBll
702714572	116	no_emotion	neutral	noneBll
702714572	117	no_emotion	neutral	noneBll
702714572	118	no_emotion	neutral	noneBll
702714572	119	no_emotion	neutral	noneBll
702714572	120	no_emotion	neutral	noneBll
702714572	121	joy	positive	noneBll
702714572	122	sadness	negative	noneBll
702714572	123	no_emotion	neutral	noneBll
702714572	124	no_emotion	neutral	noneBll
702714572	125	no_emotion	neutral	noneBll
702714572	126	no_emotion	neutral	noneBll
702714572	127	no_emotion	neutral	noneBll
702714572	128	no_emotion	neutral	noneBll
702714572	129	no_emotion	neutral	noneBll
702714572	130	no_emotion	neutral	noneBll
702714572	131	no_emotion	neutral	noneBll
702714572	132	no_emotion	neutral	noneBll
702714572	133	no_emotion	neutral	noneBll
702714572	134	no_emotion	neutral	noneBll
702714572	135	no_emotion	neutral	noneBll
702714572	136	no_emotion	neutral	noneBll
702714572	137	no_emotion	neutral	noneBll
702714572	138	joy	positive	noneBll
702714572	139	joy	positive	noneBll
702714572	140	no_emotion	neutral	noneBll
702714572	141	other	neutral	noneBll
702714572	142	no_emotion	neutral	noneBll
702714572	143	no_emotion	neutral	noneBll
702714572	144	no_emotion	neutral	noneBll
702714501	1	joy	positive	noneBll
702714501	2	no_emotion	neutral	noneBll
702714501	3	joy	positive	noneBll
702714501	4	no_emotion	neutral	noneBll
702714501	5	joy	positive	noneBll
702714501	6	joy	positive	noneBll
702714501	7	no_emotion	neutral	noneBll
702714501	8	no_emotion	neutral	noneBll
702714501	9	joy	positive	noneBll
702714501	10	no_emotion	neutral	noneBll
702714501	11	no_emotion	neutral	noneBll
702714501	12	no_emotion	neutral	noneBll
702714501	13	no_emotion	neutral	noneBll
702714501	14	anger	negative	noneBll
702714501	15	anger	negative	noneBll
702714501	16	no_emotion	neutral	noneBll
702714501	17	anger	negative	noneBll
702714501	18	sadness	neutral	noneBll
702714501	19	no_emotion	neutral	noneBll
702714501	20	anger	negative	noneBll
702714501	21	anger	negative	bullying
702714501	22	no_emotion	neutral	noneBll
702714501	23	anger	negative	noneBll
702714501	24	anger	negative	noneBll
702714501	25	joy	positive	noneBll
702714501	26	anger	negative	noneBll
702714501	27	no_emotion	neutral	noneBll
702714501	28	anger	negative	noneBll
702714501	29	anger	negative	noneBll
702714501	30	joy	positive	noneBll
702714501	31	anger	negative	noneBll
702714501	32	anger	negative	bullying
702714501	33	no_emotion	neutral	noneBll
702714501	34	no_emotion	neutral	noneBll
702714501	35	joy	positive	noneBll
702714501	36	anger	negative	bullying
702714501	37	no_emotion	neutral	noneBll
702714501	38	no_emotion	neutral	noneBll
702714501	39	no_emotion	neutral	noneBll
702714501	40	no_emotion	neutral	noneBll
702714501	41	joy	positive	noneBll
702714501	42	no_emotion	neutral	noneBll
702714501	43	no_emotion	negative	noneBll
702714501	44	no_emotion	neutral	noneBll
702714501	45	sadness	negative	noneBll
702714501	46	anger	negative	bullying
702714501	47	no_emotion	neutral	noneBll
702714501	48	no_emotion	neutral	noneBll
702714501	49	anger	negative	bullying
702714501	50	anger	negative	bullying
702714501	51	no_emotion	neutral	noneBll
702714501	52	joy	positive	noneBll
702714501	53	no_emotion	negative	noneBll
702714501	54	no_emotion	neutral	noneBll
702714501	55	no_emotion	neutral	noneBll
702714501	56	no_emotion	neutral	noneBll
702714501	57	anger	negative	noneBll
702714501	58	no_emotion	neutral	noneBll
702714501	59	no_emotion	neutral	noneBll
702714501	60	joy	positive	noneBll
702714501	61	no_emotion	negative	noneBll
702714501	62	sadness	negative	noneBll
702714501	63	no_emotion	negative	noneBll
702714501	64	no_emotion	positive	noneBll
702714501	65	joy	positive	noneBll
702714501	66	joy	positive	noneBll
702714501	67	no_emotion	neutral	noneBll
702714501	68	no_emotion	neutral	noneBll
702714501	69	joy	positive	noneBll
702714501	70	no_emotion	neutral	noneBll
702714501	71	anger	negative	bullying
702714501	72	anger	negative	bullying
702714501	73	no_emotion	neutral	noneBll
702714501	74	no_emotion	neutral	noneBll
702714501	75	anger	neutral	noneBll
702714501	76	no_emotion	negative	noneBll
702714501	77	no_emotion	neutral	noneBll
702714501	78	other	neutral	noneBll
702714501	79	no_emotion	neutral	noneBll
702714501	80	no_emotion	neutral	noneBll
702714501	81	no_emotion	neutral	noneBll
702714501	82	no_emotion	neutral	noneBll
702714501	83	anger	negative	noneBll
702714501	84	no_emotion	positive	noneBll
702714501	85	anger	negative	noneBll
702714501	86	no_emotion	neutral	noneBll
702714501	87	no_emotion	neutral	noneBll
702714501	88	joy	positive	noneBll
702714501	89	no_emotion	neutral	noneBll
702714501	90	no_emotion	neutral	noneBll
702714501	91	no_emotion	negative	noneBll
702714501	92	sadness	negative	noneBll
702714501	93	joy	positive	noneBll
702714501	94	joy	positive	noneBll
702714501	95	joy	positive	noneBll
702714501	96	no_emotion	neutral	noneBll
702714501	97	no_emotion	neutral	noneBll
702714501	98	no_emotion	neutral	noneBll
702714501	99	no_emotion	neutral	noneBll
702714501	100	no_emotion	neutral	noneBll
702714501	101	no_emotion	neutral	noneBll
702714501	102	joy	positive	noneBll
702714501	103	no_emotion	neutral	noneBll
702714501	104	joy	positive	noneBll
702714501	105	joy	positive	noneBll
702714501	106	no_emotion	neutral	noneBll
702714501	107	no_emotion	neutral	noneBll
702714501	108	no_emotion	neutral	noneBll
702714501	109	other	neutral	noneBll
702714501	110	no_emotion	neutral	noneBll
702714501	111	no_emotion	neutral	noneBll
702714501	112	no_emotion	neutral	noneBll
702714501	113	no_emotion	neutral	noneBll
702714501	114	no_emotion	neutral	noneBll
702714501	115	no_emotion	positive	noneBll
702714501	116	joy	positive	noneBll
702714501	117	no_emotion	neutral	noneBll
702714501	118	no_emotion	neutral	noneBll
702714501	119	no_emotion	neutral	noneBll
702714501	120	joy	positive	noneBll
702714501	121	joy	positive	noneBll
702714501	122	other	neutral	noneBll
702714501	123	no_emotion	neutral	noneBll
702714501	124	no_emotion	neutral	noneBll
702714501	125	fear	negative	noneBll
702714501	126	no_emotion	neutral	noneBll
702714501	127	anger	negative	noneBll
